date,date,open,high,low,close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2020-02-17 00:00:00,2020-02-17 00:00:00,9910.7,9964.16,9850.0,9862.18,2610.688745,1581901199999.0,25853627.39923629,31080.0,1251.450566,12395940.71272592,0.0
2020-02-17 01:00:00,2020-02-17 01:00:00,9862.2,9909.1,9839.05,9852.83,1580.047028,1581904799999.0,15606834.93155809,23005.0,941.246826,9298383.87380742,0.0
2020-02-17 02:00:00,2020-02-17 02:00:00,9851.98,9863.57,9793.11,9840.51,1555.643276,1581908399999.0,15292423.43789966,21336.0,783.091483,7699539.76037529,0.0
2020-02-17 03:00:00,2020-02-17 03:00:00,9840.51,9849.51,9758.59,9808.4,2000.472495,1581911999999.0,19620215.40431773,24800.0,961.213968,9429414.78458411,0.0
2020-02-17 04:00:00,2020-02-17 04:00:00,9807.74,9808.32,9710.0,9742.16,3406.322058,1581915599999.0,33231736.25196469,41416.0,1569.624101,15314099.78324383,0.0
2020-02-17 05:00:00,2020-02-17 05:00:00,9742.18,9808.04,9738.7,9761.78,2230.458368,1581919199999.0,21798265.70707627,28441.0,1136.426069,11106433.99233388,0.0
2020-02-17 06:00:00,2020-02-17 06:00:00,9761.17,9842.34,9747.46,9774.11,2008.842423,1581922799999.0,19671023.69388595,24585.0,1041.151718,10195715.02450534,0.0
2020-02-17 07:00:00,2020-02-17 07:00:00,9773.01,9811.94,9734.85,9753.26,1761.463139,1581926399999.0,17216673.5840101,21554.0,783.466069,7659759.79836899,0.0
2020-02-17 08:00:00,2020-02-17 08:00:00,9753.01,9813.74,9737.28,9802.59,1682.626408,1581929999999.0,16443501.38302434,21912.0,903.59326,8830916.81186316,0.0
2020-02-17 09:00:00,2020-02-17 09:00:00,9801.42,9832.92,9772.22,9792.53,1826.373978,1581933599999.0,17911382.87116783,21277.0,977.107001,9583437.95562997,0.0
2020-02-17 10:00:00,2020-02-17 10:00:00,9792.53,9793.49,9677.68,9715.34,4201.225127,1581937199999.0,40880848.00432646,36192.0,1996.539727,19432989.18007337,0.0
2020-02-17 11:00:00,2020-02-17 11:00:00,9715.22,9716.35,9568.0,9609.94,8544.653922,1581940799999.0,82371286.925551,75713.0,3795.202554,36584918.24572947,0.0
2020-02-17 12:00:00,2020-02-17 12:00:00,9609.94,9669.99,9585.35,9633.14,5810.900827,1581944399999.0,55988214.34819746,60123.0,2812.264246,27103023.49280625,0.0
2020-02-17 13:00:00,2020-02-17 13:00:00,9633.48,9656.88,9517.11,9532.77,4401.993591,1581947999999.0,42147325.08846716,41710.0,1850.107888,17724102.07794555,0.0
2020-02-17 14:00:00,2020-02-17 14:00:00,9532.72,9618.31,9452.67,9591.77,7093.674394,1581951599999.0,67557027.99970835,60093.0,3102.428887,29545651.08766437,0.0
2020-02-17 15:00:00,2020-02-17 15:00:00,9591.79,9661.99,9540.5,9633.45,4237.913009,1581955199999.0,40699940.82712634,45690.0,1920.013058,18439437.92104008,0.0
2020-02-17 16:00:00,2020-02-17 16:00:00,9635.27,9725.79,9615.63,9671.73,4117.654607,1581958799999.0,39800787.29930504,45270.0,1887.470188,18241974.23057308,0.0
2020-02-17 17:00:00,2020-02-17 17:00:00,9673.25,9697.65,9576.03,9640.01,2502.309412,1581962399999.0,24108378.88250056,30401.0,1238.173376,11927904.17906329,0.0
2020-02-17 18:00:00,2020-02-17 18:00:00,9640.01,9648.99,9580.0,9645.06,1440.464702,1581965999999.0,13853950.18961099,19687.0,765.439821,7364132.43831996,0.0
2020-02-17 19:00:00,2020-02-17 19:00:00,9645.01,9673.98,9600.0,9666.15,1387.55946,1581969599999.0,13382389.38416417,19354.0,640.254318,6177227.10450938,0.0
2020-02-17 20:00:00,2020-02-17 20:00:00,9667.34,9700.0,9616.11,9625.04,1922.093147,1581973199999.0,18564894.53261437,23421.0,924.951483,8936158.03757886,0.0
2020-02-17 21:00:00,2020-02-17 21:00:00,9628.06,9669.0,9610.0,9632.48,1019.862187,1581976799999.0,9831736.54215547,17525.0,480.512126,4632100.34792108,0.0
2020-02-17 22:00:00,2020-02-17 22:00:00,9631.95,9664.02,9607.05,9630.1,1326.133206,1581980399999.0,12774740.84788233,20344.0,645.642167,6218629.65207755,0.0
2020-02-17 23:00:00,2020-02-17 23:00:00,9630.17,9727.41,9613.12,9706.0,1591.636392,1581983999999.0,15402432.08024468,23129.0,814.468341,7882255.60460799,0.0
2020-02-18 00:00:00,2020-02-18 00:00:00,9706.0,9715.0,9624.7,9660.87,1523.95222,1581987599999.0,14720910.00395827,21612.0,763.676987,7375667.66006433,0.0
2020-02-18 01:00:00,2020-02-18 01:00:00,9660.83,9743.0,9660.83,9710.65,1972.552082,1581991199999.0,19158272.77941798,25092.0,1072.547063,10418415.75780388,0.0
