date,date,open,high,low,close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2020-02-17 00:00:00,2020-02-17 00:00:00,258.89,261.5,254.7,255.74,37620.18446,1581901199999.0,9710481.0133787,16821.0,18602.69196,4801589.308786,0.0
2020-02-17 01:00:00,2020-02-17 01:00:00,255.74,258.74,254.15,254.56,24933.96773,1581904799999.0,6392181.5220376,11633.0,13283.92357,3405778.050573,0.0
2020-02-17 02:00:00,2020-02-17 02:00:00,254.56,254.57,250.59,252.43,42839.09434,1581908399999.0,10804346.8472275,14859.0,24426.39716,6158441.4877434,0.0
2020-02-17 03:00:00,2020-02-17 03:00:00,252.44,253.35,246.23,249.48,39256.76613,1581911999999.0,9789991.0527758,14550.0,18043.32523,4500612.2567384,0.0
2020-02-17 04:00:00,2020-02-17 04:00:00,249.43,249.43,242.0,245.6,80569.5677,1581915599999.0,19758324.8167369,26383.0,40272.90033,9875024.3961364,0.0
2020-02-17 05:00:00,2020-02-17 05:00:00,245.59,251.65,245.38,249.58,46186.54637,1581919199999.0,11512092.6642358,16632.0,21513.44498,5361291.6287812,0.0
2020-02-17 06:00:00,2020-02-17 06:00:00,249.52,253.74,247.64,248.93,36322.90244,1581922799999.0,9109227.0022926,13670.0,16777.01919,4205627.5124692,0.0
2020-02-17 07:00:00,2020-02-17 07:00:00,248.92,253.0,248.1,248.64,24093.21614,1581926399999.0,6032783.5766886,10242.0,11042.96749,2766186.7364706,0.0
2020-02-17 08:00:00,2020-02-17 08:00:00,248.64,252.48,247.31,251.85,32684.40875,1581929999999.0,8167129.1125887,12526.0,16044.59981,4011141.9179612,0.0
2020-02-17 09:00:00,2020-02-17 09:00:00,251.87,254.06,250.14,250.97,26924.08389,1581933599999.0,6788195.4702583,11630.0,14559.37798,3672077.5577219,0.0
2020-02-17 10:00:00,2020-02-17 10:00:00,250.98,251.17,245.29,247.38,50146.00168,1581937199999.0,12441299.9883852,18720.0,22012.6555,5461824.9998921,0.0
2020-02-17 11:00:00,2020-02-17 11:00:00,247.36,250.87,242.58,248.17,106259.10388,1581940799999.0,26169386.4125963,30574.0,57869.11395,14262931.741655,0.0
2020-02-17 12:00:00,2020-02-17 12:00:00,248.17,251.34,246.73,248.31,50903.60434,1581944399999.0,12691430.8581319,20571.0,25288.85954,6303823.6086566,0.0
2020-02-17 13:00:00,2020-02-17 13:00:00,248.31,250.18,244.2,245.1,39140.70892,1581947999999.0,9657464.7664701,15582.0,16611.41936,4098054.74336,0.0
2020-02-17 14:00:00,2020-02-17 14:00:00,245.18,254.0,243.3,252.23,89677.04883,1581951599999.0,22222681.2634746,26842.0,42886.10684,10620496.4018427,0.0
2020-02-17 15:00:00,2020-02-17 15:00:00,252.25,258.49,249.85,256.48,82062.19065,1581955199999.0,20841018.4171648,27841.0,37638.72265,9560765.441479,0.0
2020-02-17 16:00:00,2020-02-17 16:00:00,256.5,262.91,254.71,260.85,84448.36352,1581958799999.0,21838896.2041427,28232.0,42321.17573,10949239.7604411,0.0
2020-02-17 17:00:00,2020-02-17 17:00:00,260.85,262.15,254.38,258.69,50599.15352,1581962399999.0,13061761.8424207,20945.0,24616.86201,6354696.9805009,0.0
2020-02-17 18:00:00,2020-02-17 18:00:00,258.8,259.68,256.15,258.8,21080.86161,1581965999999.0,5437671.1203162,10821.0,9966.29649,2571160.5598843,0.0
2020-02-17 19:00:00,2020-02-17 19:00:00,258.79,261.68,257.72,260.4,22937.60051,1581969599999.0,5958887.1844276,11787.0,12612.1469,3276756.5613702,0.0
2020-02-17 20:00:00,2020-02-17 20:00:00,260.47,262.24,257.72,258.51,24516.04439,1581973199999.0,6386765.2023222,12137.0,10513.34307,2740319.471137,0.0
2020-02-17 21:00:00,2020-02-17 21:00:00,258.38,261.57,257.77,259.73,18174.64326,1581976799999.0,4722212.122572,9632.0,8914.89283,2316886.0147129,0.0
2020-02-17 22:00:00,2020-02-17 22:00:00,259.74,261.63,258.76,261.0,18414.11039,1581980399999.0,4795498.2060638,10271.0,8346.0131,2173586.1459812,0.0
2020-02-17 23:00:00,2020-02-17 23:00:00,261.0,268.77,260.45,267.85,60581.21749,1581983999999.0,16081575.0882831,24628.0,27960.95641,7419250.2463434,0.0
2020-02-18 00:00:00,2020-02-18 00:00:00,267.9,268.62,263.23,265.21,36343.65266,1581987599999.0,9641220.4367954,18598.0,16227.54527,4305808.8550575,0.0
2020-02-18 01:00:00,2020-02-18 01:00:00,265.34,271.63,265.28,268.99,59449.16059,1581991199999.0,16011640.8083337,22761.0,26944.8553,7255013.7041475,0.0
2020-02-18 02:00:00,2020-02-18 02:00:00,269.0,271.34,267.75,267.99,35276.41807,1581994799999.0,9512663.0749441,13243.0,13905.36507,3749373.7749418,0.0
2020-02-18 03:00:00,2020-02-18 03:00:00,267.96,270.38,267.15,269.18,32870.60624,1581998399999.0,8837726.7816628,13391.0,17028.61858,4577762.4585512,0.0
2020-02-18 04:00:00,2020-02-18 04:00:00,269.16,271.5,267.8,271.09,39921.25783,1582001999999.0,10766267.262858,14832.0,17362.53507,4686104.6608993,0.0
2020-02-18 05:00:00,2020-02-18 05:00:00,271.09,271.53,268.07,268.86,24848.59111,1582005599999.0,6694249.819287,11275.0,11157.97322,3005773.0456672,0.0
2020-02-18 06:00:00,2020-02-18 06:00:00,268.81,269.52,265.73,267.18,31307.61105,1582009199999.0,8375408.7755641,11734.0,15676.9492,4194773.4688978,0.0
2020-02-18 07:00:00,2020-02-18 07:00:00,267.17,269.7,266.35,268.71,23843.61912,1582012799999.0,6398852.3779777,9868.0,13860.67154,3718192.3907714,0.0
2020-02-18 08:00:00,2020-02-18 08:00:00,268.71,268.82,266.95,267.09,26961.17487,1582016399999.0,7221155.4314825,10955.0,14356.28887,3845477.565419,0.0
2020-02-18 09:00:00,2020-02-18 09:00:00,267.1,267.3,262.1,264.62,62279.66713,1582019999999.0,16474552.6201325,22213.0,31426.58309,8314297.9793279,0.0
2020-02-18 10:00:00,2020-02-18 10:00:00,264.63,267.16,262.15,266.7,43731.20987,1582023599999.0,11562331.2734872,17092.0,23033.59592,6090303.3995209,0.0
2020-02-18 11:00:00,2020-02-18 11:00:00,266.7,268.0,265.26,267.5,25302.43781,1582027199999.0,6752587.874035,11903.0,12910.86523,3445679.9451069,0.0
2020-02-18 12:00:00,2020-02-18 12:00:00,267.5,267.62,262.8,263.88,25776.37559,1582030799999.0,6830377.5417807,11667.0,11421.86018,3026630.5087108,0.0
2020-02-18 13:00:00,2020-02-18 13:00:00,263.83,265.06,258.0,263.17,57397.89098,1582034399999.0,15031021.7679246,21275.0,27989.653,7328785.7128663,0.0
2020-02-18 14:00:00,2020-02-18 14:00:00,263.2,266.29,261.73,265.69,29853.41032,1582037999999.0,7889282.051172,11844.0,14894.0626,3936430.4506928,0.0
