date,date,open,high,low,close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2018-08-17 00:00:00,2018-08-17 00:00:00,286.84,292.37,285.0,292.23,5384.21425,1534467599999.0,1552018.3201585,3461.0,2847.40114,821553.6262101,0.0
2018-08-17 01:00:00,2018-08-17 01:00:00,292.08,293.6,290.92,291.37,6008.69902,1534471199999.0,1756665.8704727,3490.0,3279.4923,958738.6851048,0.0
2018-08-17 02:00:00,2018-08-17 02:00:00,291.37,299.36,290.99,297.33,13923.38492,1534474799999.0,4113941.2847859,6958.0,8874.18198,2621554.98469,0.0
2018-08-17 03:00:00,2018-08-17 03:00:00,297.18,299.65,295.6,296.93,10611.09077,1534478399999.0,3155581.3257095,6445.0,6133.9676,1824207.5270413,0.0
2018-08-17 04:00:00,2018-08-17 04:00:00,296.92,302.3,296.67,298.08,14304.8314,1534481999999.0,4288917.127958,7318.0,9084.95721,2723808.3798436,0.0
2018-08-17 05:00:00,2018-08-17 05:00:00,297.95,300.0,295.47,298.0,13646.38917,1534485599999.0,4068282.3348689,5888.0,7910.73857,2358460.0846162,0.0
2018-08-17 06:00:00,2018-08-17 06:00:00,297.81,301.18,297.15,300.93,17036.85174,1534489199999.0,5096032.6541208,6687.0,10262.98381,3069610.0263655,0.0
2018-08-17 07:00:00,2018-08-17 07:00:00,300.94,302.78,298.95,302.01,15064.12708,1534492799999.0,4530772.8042219,8712.0,7970.10432,2397428.538864,0.0
2018-08-17 08:00:00,2018-08-17 08:00:00,301.95,302.02,298.45,299.45,11544.48016,1534496399999.0,3461296.9507415,6082.0,6395.71363,1917917.1307335,0.0
2018-08-17 09:00:00,2018-08-17 09:00:00,299.45,302.61,299.36,301.16,12331.57917,1534499999999.0,3710727.6878979,6066.0,6859.96263,2064110.6827428,0.0
2018-08-17 10:00:00,2018-08-17 10:00:00,301.23,304.95,296.29,296.56,21826.80217,1534503599999.0,6542899.2030585,10180.0,11644.64645,3486792.7006112,0.0
2018-08-17 11:00:00,2018-08-17 11:00:00,296.77,299.87,296.56,298.8,7886.64173,1534507199999.0,2353017.5489432,4621.0,5628.64522,1679406.7534782,0.0
2018-08-17 12:00:00,2018-08-17 12:00:00,298.79,299.17,297.0,298.62,10600.70035,1534510799999.0,3160610.4390367,4322.0,5796.77886,1728693.3161524,0.0
2018-08-17 13:00:00,2018-08-17 13:00:00,298.46,301.1,297.05,297.58,18163.48847,1534514399999.0,5429635.8324114,6797.0,10026.01716,2996715.4516871,0.0
2018-08-17 14:00:00,2018-08-17 14:00:00,297.5,298.0,291.98,294.83,16407.71366,1534517999999.0,4844779.053628,8891.0,8316.73638,2456948.1885749,0.0
2018-08-17 15:00:00,2018-08-17 15:00:00,294.86,298.2,294.54,295.57,10868.99874,1534521599999.0,3216417.0479323,6310.0,5980.83011,1769542.7283033,0.0
2018-08-17 16:00:00,2018-08-17 16:00:00,295.72,301.49,295.59,301.08,18321.04945,1534525199999.0,5476810.2892689,9438.0,9753.43567,2914907.0362174,0.0
2018-08-17 17:00:00,2018-08-17 17:00:00,301.09,308.0,300.88,303.84,24385.36646,1534528799999.0,7418441.0575068,12280.0,15149.47829,4609201.3012686,0.0
2018-08-17 18:00:00,2018-08-17 18:00:00,303.83,304.35,298.04,304.0,17463.38055,1534532399999.0,5261694.7734439,8516.0,10130.99999,3053301.2690102,0.0
2018-08-17 19:00:00,2018-08-17 19:00:00,304.0,304.01,301.14,302.14,14886.10344,1534535999999.0,4499461.2581978,5293.0,8808.9452,2661783.8826023,0.0
2018-08-17 20:00:00,2018-08-17 20:00:00,302.14,302.93,299.53,300.53,13146.02126,1534539599999.0,3958483.9577723,5504.0,7206.18159,2169468.9184397,0.0
2018-08-17 21:00:00,2018-08-17 21:00:00,300.58,309.0,300.53,307.25,14709.31811,1534543199999.0,4480343.1269897,6198.0,9894.80885,3014919.4876014,0.0
2018-08-17 22:00:00,2018-08-17 22:00:00,307.49,318.0,307.22,315.69,25271.98218,1534546799999.0,7921152.6212253,12880.0,15463.06639,4842737.8034671,0.0
2018-08-17 23:00:00,2018-08-17 23:00:00,315.57,317.69,311.91,317.51,8763.24643,1534550399999.0,2752462.0492465,6879.0,4647.31069,1460733.2659029,0.0
2018-08-18 00:00:00,2018-08-18 00:00:00,317.51,320.24,313.94,318.74,18649.7383,1534553999999.0,5920155.4217938,8340.0,11299.78123,3588871.0589325,0.0
2018-08-18 01:00:00,2018-08-18 01:00:00,318.74,321.33,311.87,314.58,17965.18361,1534557599999.0,5684722.0910355,9089.0,9674.69127,3060327.6308092,0.0
2018-08-18 02:00:00,2018-08-18 02:00:00,314.65,315.73,310.0,310.47,15254.63998,1534561199999.0,4789360.7057535,6578.0,9127.7304,2866307.9427051,0.0
2018-08-18 03:00:00,2018-08-18 03:00:00,310.26,312.91,305.7,312.55,15176.35356,1534564799999.0,4697297.2211219,7853.0,8864.69245,2744623.6759296,0.0
2018-08-18 04:00:00,2018-08-18 04:00:00,312.58,313.54,310.81,311.12,10151.8886,1534568399999.0,3166227.1699158,4609.0,6285.3581,1960157.6603696,0.0
2018-08-18 05:00:00,2018-08-18 05:00:00,311.15,312.0,307.81,310.83,15086.66807,1534571999999.0,4684812.7584523,5721.0,9859.16225,3063483.0248715,0.0
2018-08-18 06:00:00,2018-08-18 06:00:00,310.83,311.2,304.31,305.79,10914.57263,1534575599999.0,3364537.0265839,7018.0,5315.77289,1639907.001254,0.0
2018-08-18 07:00:00,2018-08-18 07:00:00,305.5,307.86,303.0,306.0,13781.38357,1534579199999.0,4213131.2587378,7637.0,6040.4931,1846909.0962185,0.0
2018-08-18 08:00:00,2018-08-18 08:00:00,306.03,309.36,305.9,307.97,9206.45119,1534582799999.0,2831040.9684974,5014.0,5099.74865,1568050.3382499,0.0
2018-08-18 09:00:00,2018-08-18 09:00:00,308.08,310.47,307.94,307.94,13046.07398,1534586399999.0,4030486.8487658,4735.0,7710.81949,2382383.0994132,0.0
2018-08-18 10:00:00,2018-08-18 10:00:00,307.94,310.69,307.78,310.15,10268.88999,1534589999999.0,3180705.1458523,4214.0,6048.23831,1872834.3992116,0.0
2018-08-18 11:00:00,2018-08-18 11:00:00,310.02,313.65,310.0,310.93,13538.90046,1534593599999.0,4217671.7020822,5369.0,7528.51361,2345253.9317993,0.0
2018-08-18 12:00:00,2018-08-18 12:00:00,310.88,312.0,307.3,308.37,16512.85985,1534597199999.0,5119735.9485126,4993.0,11713.28796,3633905.3564742,0.0
2018-08-18 13:00:00,2018-08-18 13:00:00,308.45,308.59,298.49,300.38,26020.37744,1534600799999.0,7888217.9604456,12170.0,13485.69439,4090573.1258598,0.0
2018-08-18 14:00:00,2018-08-18 14:00:00,300.38,303.0,290.0,293.57,15680.60065,1534604399999.0,4695060.4429873,9026.0,6052.84518,1813311.1352258,0.0
2018-08-18 15:00:00,2018-08-18 15:00:00,293.7,293.7,285.0,290.47,42693.01193,1534607999999.0,12327585.4413092,15096.0,25158.48556,7262888.7609205,0.0
2018-08-18 16:00:00,2018-08-18 16:00:00,290.47,290.47,281.79,287.0,19441.59756,1534611599999.0,5554223.0224004,10100.0,9787.33883,2797663.558359,0.0
2018-08-18 17:00:00,2018-08-18 17:00:00,287.0,287.0,282.59,286.11,20152.42541,1534615199999.0,5735889.1968606,7884.0,13291.24607,3780857.6039535,0.0
2018-08-18 18:00:00,2018-08-18 18:00:00,285.98,291.0,285.17,289.44,18137.5599,1534618799999.0,5232786.9814431,6129.0,9757.34487,2814099.7871884,0.0
2018-08-18 19:00:00,2018-08-18 19:00:00,289.57,290.74,287.82,290.31,11246.53142,1534622399999.0,3255570.8572073,4152.0,7195.15559,2083345.0883207,0.0
2018-08-18 20:00:00,2018-08-18 20:00:00,290.32,290.48,284.68,288.38,10813.57191,1534625999999.0,3108529.4691636,5192.0,5881.64954,1691526.9853623,0.0
2018-08-18 21:00:00,2018-08-18 21:00:00,288.45,296.0,287.74,294.61,13223.6689,1534629599999.0,3855220.6609978,6639.0,7743.81072,2255776.664997,0.0
2018-08-18 22:00:00,2018-08-18 22:00:00,294.68,300.43,292.42,294.9,15981.38002,1534633199999.0,4744176.2391787,7767.0,10596.58375,3147491.2439013,0.0
2018-08-18 23:00:00,2018-08-18 23:00:00,294.9,297.78,292.01,294.11,11077.05936,1534636799999.0,3262182.0311012,5571.0,6965.53866,2050557.2943974,0.0
2018-08-19 00:00:00,2018-08-19 00:00:00,294.1,294.28,288.71,292.59,10460.4423,1534640399999.0,3043111.8408657,5390.0,5604.15987,1629852.4240165,0.0
2018-08-19 01:00:00,2018-08-19 01:00:00,292.5,295.94,290.22,290.84,9450.30844,1534643999999.0,2767823.9474312,4219.0,6109.5949,1789207.7003515,0.0
2018-08-19 02:00:00,2018-08-19 02:00:00,290.69,293.81,290.17,292.25,7507.58719,1534647599999.0,2191656.4049114,3564.0,4086.64867,1192927.5704292,0.0
2018-08-19 03:00:00,2018-08-19 03:00:00,292.25,292.66,288.2,291.01,14666.8235,1534651199999.0,4272625.9822967,4287.0,8692.202,2533561.610986,0.0
2018-08-19 04:00:00,2018-08-19 04:00:00,291.0,291.94,288.74,291.58,8676.7798,1534654799999.0,2513646.6978139,4080.0,5292.16799,1533204.7811227,0.0
2018-08-19 05:00:00,2018-08-19 05:00:00,291.68,294.15,291.15,293.28,10385.32153,1534658399999.0,3038976.8583,3933.0,4714.56641,1379951.1277171,0.0
2018-08-19 06:00:00,2018-08-19 06:00:00,293.35,297.48,292.88,295.17,7983.52706,1534661999999.0,2359642.3289822,5095.0,4684.40855,1384236.4367392,0.0
2018-08-19 07:00:00,2018-08-19 07:00:00,295.18,295.99,292.83,292.96,15556.11393,1534665599999.0,4589238.4870112,4232.0,9641.46909,2843537.1066802,0.0
2018-08-19 08:00:00,2018-08-19 08:00:00,292.88,295.77,292.4,295.57,7900.49085,1534669199999.0,2326590.7182305,3919.0,5099.77917,1501761.7799336,0.0
